Sub_id,Stimulus,Response,Correct,Confidence,RT decision,RT confidence,Condition,Noise Level
1,3,3,1,2,0.861,0.229,2,0.93
1,7,7,1,1,0.797,0.335,2,0.92
1,8,8,1,3,0.626,0.293,2,0.92
1,4,4,1,1,0.966,0.607,2,0.93
1,5,4,0,1,0.929,0.457,2,0.92
1,5,5,1,2,1.096,0.246,2,0.92
1,2,5,0,1,0.501,0.154,2,0.93
1,7,7,1,1,0.624,0.049,2,0.94
1,5,5,1,1,0.564,0.071,2,0.95
1,3,5,0,2,0.514,0.102,2,0.94
1,4,7,0,1,0.514,0.057,2,0.93
1,5,5,1,4,0.522,0.166,2,0.93
1,2,2,1,4,0.491,0.226,2,0.94
1,8,8,1,2,0.837,0.258,2,0.95
1,7,7,1,3,0.558,0.572,2,0.94
1,5,6,0,1,0.486,0.121,2,0.94
1,8,7,0,1,0.228,0.099,2,0.95
1,5,8,0,1,0.601,0.115,2,0.94
1,6,6,1,1,0.738,0.043,2,0.94
1,4,4,1,3,0.782,0.141,2,0.93
1,6,6,1,2,0.694,0.073,2,0.92
1,7,7,1,2,0.521,0.077,2,0.92
1,3,6,0,1,0.172,0.147,2,0.93
1,7,7,1,1,0.594,0.201,2,0.92
1,2,6,0,1,0.336,0.122,2,0.91
1,6,6,1,1,0.353,0.165,2,0.91
1,8,8,1,1,0.599,0.12,2,0.92
1,2,2,1,1,1.719,0.177,2,0.93
1,4,3,0,1,0.444,0.242,2,0.92
1,3,3,1,1,0.586,0.183,2,0.92
1,7,1,0,3,0.485,0.668,2,0.91
1,6,6,1,1,0.688,0.114,2,0.91
1,1,7,0,2,0.398,0.147,2,0.92
1,1,7,0,2,0.378,0.134,2,0.93
1,2,2,1,4,0.387,0.405,2,0.92
1,7,7,1,4,0.567,0.18,2,0.92
1,1,7,0,1,0.47,0.56,2,0.93
1,1,1,1,1,0.61,0.19,2,0.94
1,7,7,1,4,0.554,0.188,2,0.93
1,6,6,1,2,0.631,0.256,2,0.93
1,8,7,0,3,0.376,0.248,2,0.94
1,4,4,1,4,0.699,0.18,2,0.93
1,3,3,1,2,1.041,0.401,2,0.93
2,7,7,1,1,0.772,0.498,2,0.99
2,4,5,0,1,1.17,0.164,2,0.98
2,8,8,1,4,0.666,0.556,2,0.98
2,5,5,1,4,1.308,0.311,2,0.99
2,5,5,1,4,0.348,0.155,2,0.98
2,6,6,1,2,0.8,0.318,2,0.98
2,7,7,1,1,0.778,0.067,2,0.99
2,2,7,0,1,0.975,0.1,2,0.99
2,4,1,0,1,0.688,0.78,2,0.99
2,5,5,1,1,1.306,0.742,2,0.98
2,4,5,0,1,0.757,0.067,2,0.98
2,1,5,0,1,0.726,0.081,2,0.99
2,3,6,0,2,1.065,0.245,2,0.99
2,1,1,1,3,1.111,0.43,2,0.99
2,4,4,1,4,0.749,0.156,2,0.98
2,6,6,1,4,0.818,0.113,2,0.97
2,6,6,1,4,0.418,0.092,2,0.96
2,7,5,0,1,0.857,0.095,2,0.96
2,7,7,1,1,0.723,0.313,2,0.97
2,7,7,1,1,0.671,0.222,2,0.98
2,6,6,1,1,0.761,0.203,2,0.99
2,7,6,0,1,0.389,0.148,2,0.99
2,5,6,0,1,0.686,0.416,2,0.99
2,6,1,0,1,0.564,0.596,2,0.98
2,2,1,0,1,1.447,1.542,2,0.98
2,1,1,1,1,0.562,0.28,2,0.97
2,4,4,1,3,1.249,0.42,2,0.96
2,5,6,0,4,1.03,0.279,2,0.96
2,4,7,0,2,0.983,0.515,2,0.97
2,2,1,0,1,0.713,0.756,2,0.98
2,4,4,1,4,0.782,0.21,2,0.99
2,6,6,1,4,0.706,0.118,2,0.99
2,3,3,1,4,0.966,0.054,2,0.98
2,6,6,1,4,0.759,0.098,2,0.98
2,3,3,1,4,0.951,0.086,2,0.99
2,2,2,1,4,0.758,0.133,2,0.98
2,4,4,1,1,1.422,0.397,2,0.98
2,3,3,1,1,0.882,0.233,2,0.99
2,5,5,1,1,0.956,0.238,2,0.99
2,3,5,0,1,0.656,0.242,2,0.98
2,2,5,0,1,0.982,0.092,2,0.97
2,3,5,0,1,0.568,0.147,2,0.97
2,2,2,1,1,0.754,0.117,2,0.98
2,4,3,0,1,0.74,0.077,2,0.99
2,2,2,1,1,0.671,0.085,2,0.98
2,8,8,1,2,0.802,0.53,2,0.97
2,5,5,1,3,0.824,0.509,2,0.97
2,4,3,0,1,1.131,0.235,2,0.98
2,2,3,0,1,1.033,0.113,2,0.97
2,6,6,1,2,0.966,0.305,2,0.97
2,5,5,1,1,0.83,0.185,2,0.96
2,8,3,0,2,1.276,0.371,2,0.96
2,8,8,1,3,0.881,0.546,2,0.97
2,3,3,1,1,1.189,0.227,2,0.96
2,8,8,1,3,0.883,0.44,2,0.96
2,8,3,0,1,0.96,0.144,2,0.97
2,5,5,1,3,1.006,0.398,2,0.96
2,1,1,1,2,0.763,1.142,2,0.96
2,2,7,0,2,0.861,0.382,2,0.97
2,5,5,1,1,10.339,0.259,2,0.98
2,4,7,0,1,0.871,0.094,2,0.97
2,4,4,1,2,1.094,0.196,2,0.97
2,8,7,0,1,1.506,0.445,2,0.96
2,6,6,1,4,0.853,0.117,2,0.96
2,7,3,0,1,1.379,0.709,2,0.97
2,4,4,1,4,0.871,0.161,2,0.98
2,6,6,1,4,0.728,0.106,2,0.97
2,6,6,1,4,0.453,0.062,2,0.97
2,5,6,0,2,1.338,0.492,2,0.98
2,2,2,1,4,1.033,0.236,2,0.97
2,5,5,1,4,0.758,0.059,2,0.97
2,5,5,1,4,0.679,0.178,2,0.98
2,5,5,1,2,0.989,0.218,2,0.99
2,3,5,0,2,0.43,1.407,2,0.98
2,1,5,0,1,0.477,0.105,2,0.98
2,2,5,0,1,0.291,0.076,2,0.99
2,3,3,1,4,0.907,0.256,2,0.98
2,3,3,1,4,0.349,0.103,2,0.98
2,2,2,1,4,0.71,0.104,2,0.97
2,7,7,1,1,1.066,0.162,2,0.97
2,1,7,0,2,0.886,0.443,2,0.98
2,3,3,1,1,1.124,0.107,2,0.99
2,1,3,0,1,0.411,0.115,2,0.98
2,8,5,0,1,0.824,0.082,2,0.97
2,3,3,1,4,0.847,0.296,2,0.97
2,2,2,1,3,0.811,0.821,2,0.98
2,3,5,0,2,1.079,0.323,2,0.99
2,4,4,1,1,0.851,0.259,2,0.98
2,6,6,1,4,0.828,0.31,2,0.98
2,4,4,1,2,0.902,0.361,2,0.97
2,1,3,0,1,0.773,0.242,2,0.96
2,1,3,0,1,0.826,0.206,2,0.96
2,1,6,0,1,0.974,0.267,2,0.97
2,5,5,1,4,0.86,0.173,2,0.96
2,6,6,1,4,0.626,0.104,2,0.96
2,6,6,1,4,0.755,0.17,2,0.97
2,7,7,1,3,0.943,0.734,2,0.98
2,8,5,0,1,1.156,0.653,2,0.99
2,8,2,0,1,1.079,0.073,2,0.99
2,7,7,1,1,0.788,0.271,2,0.98
2,5,5,1,4,0.772,0.103,2,0.94
2,6,6,1,2,1.151,0.225,2,0.95
2,2,8,0,1,1.661,0.196,2,0.94
2,6,6,1,2,0.938,0.398,2,0.94
2,8,7,0,1,0.873,0.121,2,0.95
2,8,7,0,1,0.801,0.081,2,0.96
2,2,5,0,1,1.118,0.137,2,0.97
2,6,6,1,3,1.409,0.116,2,0.98
2,4,4,1,3,1.103,0.332,2,0.97
2,6,6,1,4,0.969,0.129,2,0.96
2,6,6,1,4,0.612,0.112,2,0.96
2,2,7,0,3,1.125,0.216,2,0.97
2,4,1,0,1,1.234,0.291,2,0.98
2,3,3,1,4,0.687,0.101,2,0.97
2,6,6,1,4,1.019,0.102,2,0.96
2,7,4,0,1,1.277,0.088,2,0.95
2,8,8,1,4,0.942,0.251,2,0.95
2,6,6,1,4,0.618,0.073,2,0.94
2,7,7,1,4,0.718,0.127,2,0.94
2,5,5,1,4,0.608,0.112,2,0.95
2,5,5,1,4,0.772,0.111,2,0.96
2,7,7,1,2,1.196,0.202,2,0.97
2,1,5,0,1,0.782,0.086,2,0.96
2,1,5,0,1,0.249,0.182,2,0.95
2,1,7,0,1,0.884,0.082,2,0.95
2,5,5,1,4,0.78,0.144,2,0.96
2,1,7,0,2,0.979,0.151,2,0.97
2,8,8,1,4,0.781,0.196,2,0.98
2,7,7,1,4,0.599,0.073,2,0.99
2,5,5,1,4,0.814,0.14,2,0.98
2,1,7,0,2,0.878,0.251,2,0.97
2,8,8,1,4,0.785,0.098,2,0.96
2,1,1,1,1,0.827,0.271,2,0.95
2,6,5,0,3,1.03,0.38,2,0.95
2,1,7,0,3,0.918,0.591,2,0.96
2,4,4,1,3,1.356,0.235,2,0.97
2,7,7,1,4,0.848,0.099,2,0.96
2,2,8,0,1,0.934,0.274,2,0.95
2,2,2,1,3,1.185,0.118,2,0.95
2,5,5,1,3,0.885,0.7,2,0.96
2,3,3,1,4,0.877,0.138,2,0.95
2,7,3,0,2,1.041,0.245,2,0.94
2,5,3,0,4,0.448,0.584,2,0.94
2,1,1,1,1,0.661,0.284,2,0.95
2,1,7,0,1,0.953,0.145,2,0.94
2,8,3,0,1,1.272,0.202,2,0.94
2,3,8,0,4,1.018,0.168,2,0.95
2,7,7,1,4,0.536,0.097,2,0.94
2,3,3,1,4,0.742,0.121,2,0.94
2,6,6,1,4,0.791,0.11,2,0.95
2,8,8,1,4,0.716,0.155,2,0.96
2,3,8,0,2,7.529,0.226,2,0.97
2,3,3,1,4,0.952,0.153,2,0.98
2,7,7,1,2,0.915,0.191,2,0.99
2,3,3,1,4,0.67,0.077,2,0.98
2,8,2,0,4,0.942,0.155,2,0.97
2,4,7,0,2,1.036,0.248,2,0.96
2,7,7,1,4,1.1,0.129,2,0.96
2,8,8,1,4,0.759,0.53,2,0.95
2,8,7,0,2,0.747,0.619,2,0.94
2,3,3,1,4,0.697,0.082,2,0.94
2,1,7,0,2,0.956,0.374,2,0.95
2,4,7,0,1,0.855,0.305,2,0.96
2,6,6,1,4,0.849,0.127,2,0.97
2,3,3,1,4,0.963,0.162,2,0.96
2,8,8,1,4,0.876,0.074,2,0.95
2,1,7,0,4,0.606,0.081,2,0.95
2,1,1,1,3,1.031,0.126,2,0.94
2,7,7,1,2,1.195,0.456,2,0.94
2,4,4,1,4,0.795,0.208,2,0.95
2,2,2,1,4,0.745,0.1,2,0.96
2,6,5,0,2,1.274,0.392,2,0.97
2,4,7,0,2,1.038,0.214,2,0.96
2,1,1,1,4,0.496,0.47,2,0.96
2,2,2,1,4,0.758,0.105,2,0.95
2,1,7,0,1,0.984,0.251,2,0.95
2,5,5,1,4,1.079,0.228,2,0.96
2,7,7,1,2,1.015,0.515,2,0.95
2,6,6,1,4,1.047,0.145,2,0.95
